email_body,subject_line,translation,
"I got the memo from Naomi that you sent.
First, who is Doug Imrie?
Does he  have a strong background in trading operations?
Will he be  able to  coordinate effective reviews from a controls perspective, and will he be able  to be the front-runner on how MG runs its business so that we will get a jump  start on how best to assimilate the business?
I think that this effort  should be much broader than deal testing.
It should encompass assessing  people, processes, controls, systems support, etc.
To do this quickly and  effectively will require persons who are knowledgeable about daily trading  operations.
I don't know Naomi's background, but I wonder if she will be  the right person to lead one of these efforts since she does not work in  operations on a daily basis.
Patrick Conner left me a message today to be certain that we are plugged in  with an appropriate team from ENA to review the Chicago and New York  offices.
From the sound of Naomi's memo, it looks as if Andy Cornfield is  assume to have the US responsibility.
Again, I don't know Andy.
Should we circle the wagons and develop a plan for doorstep reviews that  includes some others in the process, particularly those that have been  involved in some doorstep reviews to date and those that have daily  operational experience?
I have also mentioned Shona as a good resource as  well.
",Merlin Doorstep Reviews,"[이름]가 보낸 메모를 받았어요.
먼저, [이름1]는 누구인가요?
그는 거래 운영에 대한 강력한 배경을 가지고 있나요?
그는 통제 관점에서 효과적인 검토를 조정할 수 있을까요? 그리고 MG가 사업을 운영하는 방식에 대한 선두 주자가 되어 우리가 사업을 가장 잘 동화시키는 방법을 미리 알아낼 수 있을까요?
저는 이러한 노력이 거래 테스트보다 훨씬 광범위해야 한다고 생각합니다.
사람, 프로세스, 통제, 시스템 지원 등을 평가하는 것을 포함해야 합니다.
이를 빠르고 효과적으로 수행하려면 일상적인 거래 운영에 대한 지식이 있는 사람이 필요합니다.
저는 [이름]의 배경을 모르지만, 그녀가 매일 운영을 하지 않기 때문에 이러한 노력 중 하나를 이끌 적임자일지 궁금합니다.
[이름2]가 오늘 저에게 메시지를 남겼는데, 시카고와 뉴욕 사무실을 검토하기 위해 ENA의 적절한 팀과 연결되도록 했습니다.
[이름]의 메모를 들어보면 [이름1]가 미국을 맡을 것으로 추정됩니다.
다시 말하지만, 저는 [이름1]를 모릅니다.
우리는 수레를 돌고 그 과정에 다른 사람들, 특히 지금까지 일부 도어스텝 리뷰에 참여했던 사람들과 일상적인 운영 경험이 있는 사람들을 포함하는 도어스텝 리뷰 계획을 개발해야 할까요?
저는 [이름3]도 좋은 리소스라고 언급했습니다.
",
"Scott Earnest announced in the staff meeting today that in a meeting he had  earlier today with Jeff Shankman and Vince Kaminiski that Jeff announced that  he had gotten the nod from Mark Frevert to manage the LNG book of business.
(This sentence structure is bad, but you get the drift.)
That is probably  what Shankman has alluded to in terms of increased responsibility.
I will  assume that is in addition to gas, but I don't know that for sure.
Scott has been working on setting up the risk books for LNG, working closely  over the last several weeks with Vince Kaminski.
We need to talk about this  business and the best way to support it.
Have you had any conversations with  Jeff on this?
",LNG,"[이름]는 오늘 직원 회의에서 [이름1]과 [이름2]와 오늘 일찍 가진 회의에서 [이름3]가 [이름4]로부터 LNG 사업부를 관리하라는 승인을 받았다고 발표했다고 발표했습니다.
(이 문장 구조는 나쁘지만 요점은 알 수 있을 겁니다.)
이것이 [이름1]이 책임 증가 측면에서 암시한 내용일 것입니다.
저는 그것이 가스에 추가된 것이라고 생각하지만, 확실히는 모르겠습니다.
[이름5]은 LNG에 대한 위험 관리 책정을 설정하기 위해 노력해 왔으며, 지난 몇 주 동안 [이름2]와 긴밀히 협력했습니다.
우리는 이 사업과 이를 지원하는 가장 좋은 방법에 대해 이야기해야 합니다.
이 문제에 대해 [이름3]와 대화를 나누었습니까?",
"I didn't know that you were talking to Jennifer.
I had put her on the list  of attendees at last Thursday's meeting with Tom Gros.
He had asked about  someone being included that had been involved with Enron Online, I felt that  she might be perfect to be involved in Networks with her exposure to EOL.
I  don't know whether or not you realized that she was in the room for that  conference call.
What is she going to do for you in gas?
We may be  hardpressed to find another strong candidate for the Networks project who has  been as involved with EOL.
--Sally
",Aghh!,"[이름]와 통화한다는 걸 몰랐어요.
저는 지난 목요일 [이름1]와의 회의에 참석자 명단에 그녀를 포함시켰었어요.
그는 [기업명] 온라인에 관여했던 사람을 포함시키는 것에 대해 물었고, 저는 그녀가 EOL에 대한 노출로 인해 네트워크에 관여하기에 완벽할 것이라고 생각했습니다.
그녀가 그 컨퍼런스 콜에 참석했다는 걸 당신이 알았는지 모르겠어요.
그녀는 가스에서 당신을 위해 무엇을 할 건가요?
우리는 EOL에 관여했던 다른 강력한 네트워크 프로젝트 후보를 찾는 데 어려움을 겪을 수도 있습니다.
[발신자]",
"I assume that granting access for someone for whom Lorraine Becker is the  supervisor should be approved by you.
I get hundreds of these, many for  employees outside Energy Operations.
Thanks.
--Sally
",Your approval is requested,"[이름]가 감독하는 사람에게 접근 권한을 부여하는 것은 귀하의 승인을 받아야 한다고 생각합니다.
저는 이런 요청을 수백 건 받았고, 그 중 많은 수가 에너지 운영 부서가 아닌 직원을 위한 것이었습니다.
고맙습니다.
[발신자]",
"FYI - I believe that Shona will prove to be a great asset to Enron.
We are  following up on her leads for talent.
--Sally
",People to consider recruiting,"저는 [이름]가 [기업명]에 큰 자산이 될 것이라고 믿습니다.
우리는 그녀의 인재에 대한 리드를 추적하고 있습니다.
[발신자]
",
"I will be out of the office for one vacation day on Monday, May 22.
My  assistant, Patti Thompson, has home and cell phone numbers where I can be  reached throughout the day, if needed.
Primary operations contacts while I am out are as follows:   DPR   Mike Moscoso   x35242   MPR   David Maxwell   x36983   Gas Operations  Susan Harrison   x33960   Power Operations Leslie Reeves   x37962    Financial Products  Sheila Glover   x33210
","Vacation Day - Monday, May 22","저는 5월 22일 월요일에 휴가로 하루 동안 사무실을 비울 것입니다.
제 비서인 [이름]은 집과 휴대전화 번호를 가지고 있어서 필요할 경우 하루 종일 연락할 수 있습니다.
제가 없는 동안 주요 운영 연락처는 다음과 같습니다. 
DPR [이름1] [전화번호1] 
MPR [이름2] [전화번호2]
가스 운영 [이름3] [전화번호3]
전력 운영 [이름4] [전화번호4]
금융 상품 [이름5] [전화번호5]",
"According to records from the Analysts Program, the following interns will be  working within Energy Operations during the summer.
The assignment stated  below is as reflected in the program's spreadsheet.
Name   School   Start Date Assignment  Luna Carlson  University of Florida  July 5  ENA - Risk Reporting and Analysis  Joshua Koenig  University of Florida  May 22  Energy Operations - Gas  Operations Management  Jolly Jose  University of Houston  June 5   Energy Operations - Gas  Operations Management  Michael Taylor  LSU    May 22  Central Desk Logistics   Daniel Graham  Morehouse   May 15  ENA - Financial Settlements  Angelique Woods University of Texas  May 22  ENA - Risk Management    First, please respond to me today and let me know to whom the analyst will be  reporting and what their responsibilities will be for the summer.
Hopefully  none of this is a surprise and the appropriate arrangements have been made  for desk, phone and computers for all.
Secondly, please make a point of seeking out these interns and welcoming them  to Enron.
Finally, after I know where these analysts are placed, we will have a brief  meeting with the analysts' managers and any of you under whom they will be  working to discuss ideas on making the analysts assignments meaningful this  summer.
I welcome ideas on this from any of you.
",Please Respond Promptly re: Summer Analysts,"분석가 프로그램의 기록에 따르면, 다음 인턴들은 여름 동안 에너지 운영에서 일할 예정입니다.
아래에 명시된 과제는 프로그램 스프레드시트에 반영된 대로입니다.
이름 학교 시작 날짜 과제
[이름1] 플로리다 대학교 7월 5일 ENA - 위험 보고 및 분석 
[이름2] 플로리다 대학교 5월 22일 에너지 운영 - 가스 운영 관리
[이름3] 휴스턴 대학교 6월 5일 에너지 운영 - 가스 운영 관리 
[이름4] LSU 5월 22일 중앙 데스크 물류 
[이름4] Morehouse 5월 15일 ENA - 재무 정산 
[이름5] 텍사스 대학교 5월 22일 ENA - 위험 관리 
먼저 오늘 저에게 답장을 보내주시고 분석가가 누구에게 보고할지, 여름에 어떤 책임을 맡을지 알려주시기 바랍니다.

둘째, 이 인턴들을 찾아서 [기업명]에 환영해 주시기 바랍니다.
마지막으로, 이 분석가들이 어디에 배치되는지 알게 된 후, 분석가 관리자와 그들이 함께 일하게 될 여러분과 간단한 회의를 갖고 이번 여름에 분석가의 업무를 의미 있게 만드는 방법에 대한 아이디어를 논의할 것입니다.
여러분 중 누구라도 이에 대한 아이디어를 환영합니다.
",
"Sally has changed the time of her Thursday morning meeting to 8:30 - 10:30 AM  (previously scheduled 8:00 - 10:00 AM).
Please let me know if you can't make  this new time.
Topic for meeting:  information from her ENA Executive  Offsite and also a brainstorming session.
Thanks,
",Sally's Thursday morning meeting moved to 8:30 - 10:30 AM,"[이름]는 목요일 오전 회의 시간을 오전 8시 30분~10시 30분으로 변경했습니다(이전에는 오전 8시~10시로 예정되어 있었습니다).
이 새로운 시간에 참석할 수 없다면 알려주세요.
회의 주제: ENA 임원 오프사이트에서 얻은 정보와 브레인스토밍 세션.
감사합니다.",
"Congratulations on your added role of CEO for Enron Europe.
I look forward  to continuing to work with you and the staff in London on risk management  operations initiatives.
I talk with Brent Price several times a week.
I know that Fernley has  appreciated his participation in London, and I hope that you have found his  involvement to be beneficial as well.
We are almost at the half way mark on  his assignment, so I will talk with you next week when I return from Calgary  to get your input on his role to date.
",Added Role,"[기업명]의 CEO 역할을 추가하게 되어 축하드립니다.
저는 런던에서 위험 관리 운영 이니셔티브에 관해 귀하와 직원들과 계속 협력할 수 있기를 기대합니다.
저는 [이름]와 일주일에 여러 번 통화합니다.
[이름1]가 런던에서의 그의 참여를 감사히 여긴다는 것을 알고 있으며, 귀하도 그의 참여가 유익하다고 생각하시기를 바랍니다.
우리는 그의 임무의 절반에 거의 도달했으므로 다음 주에 캘거리에서 돌아와서 지금까지의 그의 역할에 대한 귀하의 의견을 듣기 위해 귀하와 통화하겠습니다.",
"I have been summoned for jury duty onTuesday, November 28 at 8:00 am.
While  wanting to fulfill my civic duty, I am also hoping to be an unlikely juror  this time around so that I can be back in the office sometime on Tuesday.
I  will call in and let Patti know my status.
",Jury Duty - November 28,"저는 11월 28일 화요일 오전 8시에 배심원 임무를 위해 소환되었습니다.
시민으로서의 의무를 다하고 싶지만, 이번에는 예상치 못한 배심원이 되어 화요일 어느 때쯤 사무실로 돌아갈 수 있기를 바랍니다.
전화해서 [이름]에게 제 상태를 알려드리겠습니다.",
"Congratulations on your new role as Chief Strategy Officer.
Your  leadership in ENA was appreciated and I will miss your active participation  in ENA's business.
However, I hope that we will have opportunities to work  together in the future.
--Sally
",New Role,"최고 전략 책임자로서의 새로운 역할을 축하합니다.
[기업명]에서의 당신의 리더십은 감사했고 [기업명] 사업에 대한 당신의 적극적인 참여가 그리울 것입니다.
하지만 앞으로 함께 일할 기회가 있기를 바랍니다.
[발신자]",
"I will be in the Calgary office from Wednesday afternoon, May 10 through noon  on Friday, May 12.
I can most easily be reached through Peggy Hedstrom,  whose phone via tie line is 820-6753.
My assistant, Patti Thompson, has a  copy of my itinerary and phone and fax numbers at my hotel, if needed.
Primary operations contacts in Houston while I am in Calgary are as follows:   DPR   Mike Moscoso   x35242   MPR   David Maxwell   x36983   Gas Operations  Susan Harrison   x33960   Power Operations Leslie Reeves   x37962    Financial Products  Sheila Glover   x33210
",Trip to Calgary Office - May 10-12,"저는 5월 10일 수요일 오후부터 5월 12일 금요일 정오까지 캘거리 사무실에 있을 예정입니다.
저는 [이름]을 통해 가장 쉽게 연락할 수 있으며, 전화번호는 [전화번호]입니다.
제 비서인 [이름1]이 제 일정과 호텔 전화번호, 팩스 번호 사본을 가지고 있습니다(필요한 경우).
캘거리에 있는 동안 휴스턴의 주요 운영 연락처는 다음과 같습니다.
DPR [이름] [전화번호]
MPR [이름1] [전화번호1] 
가스 운영 [이름2] [전화번호2] 
전력 운영 [이름3] [전화번호3]
금융 상품 [이름4] [전화번호4]",
"Laura,  I am attaching resume of Mark Mixon that Sally left you a voicemail regarding  on Monday.
If you are going to be in town and would like to see Mark, please  let me know and I would be happy to make arrangements.
Thanks,
",Mark Mixon Resume,"[수신자], [이름]가 월요일에 음성 메일로 남긴 [이름1]의 이력서를 첨부합니다.
만약 당신이 이 도시에 와서 [이름1]를 만나고 싶다면, 저에게 알려주세요. 제가 기꺼이 일정을 조정해 드리겠습니다.
고맙습니다.",
"FYI - Let's talk.
I am already booked for Tuesday AM - could you attend and  would you want to?
Let's talk before getting back to Margaret.
--Sally
",MEETING ON GLOBAL INFO COMMUNICATION,"이야기해 봅시다.
저는 이미 화요일 오전에 예약이 되어 있습니다. 참석하실 수 있나요? 참석하실 의향이 있으신가요?
[이름]에게 돌아가기 전에 이야기해 봅시다.
[발신자]",
"I understand that Ashley Worthing has been hired by Enron to start work this  summer.
I think that she is graduating from Texas A&M.
She is my cousin's  daughter, so I am just curious whether or not she is coming in as an  analyst.
Please let me know if that is the case.
Thanks.
",New Analyst,"[이름]이 이번 여름에 [기업명]에서 일하기 위해 고용되었다는 것을 알고 있습니다.
그녀는 [직접 입력]을 졸업할 것 같습니다.
그녀는 제 사촌의 딸이므로 그녀가 분석가로 들어오는지 궁금합니다.
그렇다면 알려주세요.
고맙습니다.",
"Barry sent me a copy of the draft memo announcing his role within EBS.
Since  Scott Pleus is currently in that role and does have people reporting to him  in EBS that are in trading operations, I would suggest that the memo contain  a mention of the transition:  Example:   Scott Pleus is currently Director of trading operations for EBS.
He will be  transitioning to an origination role within EBS in mid May as Barry Pearce  assumes his responsibilities for EBS.
The current trading staff for EBS will  report to Barry effective with his start date in May.
I also heard from Barry today that Todd Lindholm let him know that he is out  of the picture with regard to commercial support for bandwidth trading  operations and that Barry will report to John Echols.
So sounds as if that  is clarified.
",Announcement on Barry Pearce's role,"[이름]가 [부서] 내에서의 역할을 알리는 초안 메모 사본을 보내줬어요.
[이름1]가 현재 그 역할을 맡고 있고 [부서]에서 거래 운영을 담당하는 사람들이 그에게 보고하고 있기 때문에 메모에 전환에 대한 언급이 포함되어야 한다고 제안하고 싶어요. 예: [이름1]는 현재 [부서]의 거래 운영 책임자입니다.
[이름]가 [부서]의 책임을 맡으면서 그는 5월 중순에 [부서] 내에서 발주자 역할로 전환할 예정입니다.
[부서]의 현재 거래 직원은 5월에 시작하는 날짜에 [이름]에게 보고할 것입니다.
오늘 [이름]에게서 [이름2]이 대역폭 거래 운영에 대한 상업적 지원과 관련하여 자신이 그림에서 벗어났으며 [이름]가 [이름3]에게 보고할 것이라고 말했다는 소식도 들었습니다.
그러니 그게 명확히 된 것 같습니다.",
"I read the applications, letters of recommendation and resumes on the plane  to Austin and in the hospital this weekend.
Below are my suggested seven  appointees to the Analyst Advisory Board.
I made the selections based on  their answers to the application questions, plus I attended to get a mix of  male and female, commercial and merchant service analysts rotations, current  operating company assignments, undergraduate schools, etc.
I am sorry that I will not be able to join you in the meeting today.
Analyst  School  Current Rotation Rationale  Ilan Caplan  UT   CALME Structuring Both MSA and Commercial Analyst rotations  Erin Rice  Trinity   CALME Structuring Vocal; good to be part of the  solution; female minority  Brian Hoskins  Vanderbilt  ENA Trading  I will trust Jeff Shankman on this one  Carrie Southard  Texas A&M  ENA - EOL  Current MSA rotation  Alejandro Veiga Rice   ESA - Venezula  Good ideas; diverse background  Courtney Votaw  Pepperdine  Corp. - PR  Adds interest to the mix with her  rotation & background  Adrian Woolcock Rice   EES   Sounds mature; good ideas
",Suggested Analysts for Board Positions,"이번 주말에 오스틴행 비행기와 병원에서 지원서, 추천서, 이력서를 읽었습니다.
아래는 제가 제안한 분석 자문 위원회 위원 7명입니다.
저는 지원서 질문에 대한 답변을 바탕으로 선정했고, 남성과 여성, 상업 및 상인 서비스 분석가 로테이션, 현재 운영 회사 배정, 학부 과정 등을 혼합하여 참석했습니다.
오늘 회의에 참석할 수 없어 죄송합니다.",
"I do know Susan so I could probably approve this request.
However, in my  staff meeting on Monday ( I know that Katherine was there, and not you), one  of the major points that I made centered around my approval of requests for  EOL access.
We can discuss when we get together on Friday morning.
Susan  needs to put her managers name at the bottom of this form, and the manager  should  okay this as well.
--Sally
",Your approval is requested,"저는 [이름]을 알고 있으므로 아마 이 요청을 승인할 수 있을 겁니다.
하지만 월요일 직원 회의에서(캐서린이 거기에 있었고 당신은 아니었다는 걸 알고 있습니다) 제가 한 주요 요점 중 하나는 EOL 액세스 요청 승인에 관한 것이었습니다.
금요일 아침에 모일 때 논의할 수 있습니다.
[이름]은 이 양식의 맨 아래에 관리자 이름을 적어야 하고, 관리자도 이를 승인해야 합니다.
[발신자]",
"I tried to call you back today, but was told that you had left the office.
Tried to leave you a voice mail message, but no one in the office knew how to  transfer my call into voice mail.
They were good about answering your phone,  however!
I will call you tomorrow morning before my first meeting at 8:30.
If I miss  you, I will ask my assistant to interrupt me when you call back.
I will be  in meetings with operations people from London and Sydney tomorrow, but can  easily step out to talk with you.
",Returning your call,"오늘 다시 전화하려고 했는데, 사무실을 나갔다고 들었습니다.
음성 메시지를 남기려고 했는데, 사무실에 있는 사람 중에 제 전화를 음성 메일로 전환하는 방법을 아는 사람이 없었습니다.
하지만 전화를 잘 받았습니다!
내일 아침 8시 30분 첫 회의 전에 전화드리겠습니다.
만약 전화를 놓치면, 제 비서에게 전화를 끊으라고 부탁해서 다시 전화드리겠습니다.
내일 런던과 시드니에서 온 운영진과 회의를 하게 되지만, 쉽게 나가서 이야기할 수 있습니다.",
"Per my voice mail message, attached is a draft memo regarding Brent's role in  London.
Any comments would be appreciated.
Fernley and I plan to send this  out sometime next week, prior to Brent's assignment starting on April 10.
",Draft Memo re: Brent's Role in London,"내 음성 메시지에 따르면, 런던에서 [이름]의 역할에 대한 초안 메모가 첨부되어 있습니다.
의견을 주시면 감사하겠습니다.
[이름1]와 저는 다음 주 어느 때쯤, [이름]가 4월 10일에 임무를 시작하기 전에 이것을 보낼 계획입니다.",
"Energy Operations has two sets of season tickets for Astros games this  season.
One set is four tickets in the field box level, and the other set is  two tickets in the terrace level.
I have also purchased one parking spot in  a lot that is a couple of blocks from the stadium.
I have divided the  tickets among you, with my husband's help.
He identified ""good games"" (i.e.
teams that everyone likes to see), and those are distributed equally across  my direct reports.
Tickets for the other games have been distributed based  your percentage of Energy Operations employees.
For most games, you will  receive all six tickets.
You can use these tickets for yourself and for a  small reward for a job well done by someone in your group.
The parking  information will accompany the group of four field box tickets.
Patti is  including a map of downtown with the parking lot pinpointed.
Your tickets  will be distributed to you this week.
I hope that you and your staff will  enjoy these.
I also received over 100 tickets from Cliff Baxter, Greg Whalley and Dave  Delainey for the exhibition game on Saturday, April 1.
I have chosen to  distribute two tickets a piece to all directors and managers in Energy  Operations who are not my direct reports.
SInce you will have first call on  the season tickets going to your group, I thought that it would be nice to  make these tickets available to the next tier of leadership.
I wanted to  make you aware of this before these are distributed tomorrow.
Finally, I have purchased a block of tickets for two upcoming games, one a  weekday afternoon and one a weekend.
I will let you know these dates soon,  as I would like for my direct report group to join me at these games.
",Astros Tickets,"[기업명]는 이번 시즌 Astros 경기의 시즌 티켓을 두 세트 보유하고 있습니다.
한 세트는 필드 박스 레벨의 티켓 4장, 다른 세트는 테라스 레벨의 티켓 2장입니다.
저는 경기장에서 몇 블록 떨어진 주차장에 주차 공간 한 개를 구매했습니다.
저는 남편의 도움으로 티켓을 여러분 사이에 나누었습니다.",
"I will be out of the office Wednesday through Friday, March 15-17 to be with  my children during part of their spring break.
We will be in town, so I can  be reached either at home (281-370=8568) or on my cell phone (713-417-1591).
I will check voice mail messages during this time period, but probably once  or twice a day.
I will be in the London office next week.
I will be in that office from  about noon on Monday through the end of the day on Thursday.
Patti will have  a schedule of my appointments while I am there, and she will have an  international cell phone number that I will have with me throughout the  trip.
Contact her if you need to speak directly with me.
I will be  responding to voice mail frequently throughout the week.
I will be  travelling back to Houston on Friday, March 24 (leaving my hotel in London  around 1 AM Houston time).
I will see you back in the office on Monday, March 27.
",Days Out of Office,"3월 15-17일 수요일부터 금요일까지 아이들의 봄방학 기간 동안 사무실을 비울 예정입니다.
우리는 도시에 있을 테니 집([전화번호])이나 휴대전화([전화번호])로 연락할 수 있습니다.
이 기간 동안 음성 메일 메시지를 확인하겠지만, 하루에 한두 번 정도 확인할 겁니다.
다음 주에는 런던 사무실에 있을 겁니다.
월요일 정오경부터 목요일 하루 종일 그 사무실에 있을 겁니다.
[이름]가 제가 그곳에 있는 동안 제 약속 일정을 알려줄 것이고, 그녀는 제가 여행 내내 가지고 다닐 국제 휴대전화 번호를 가지고 있을 겁니다.
직접 저와 통화해야 할 경우 그녀에게 연락하세요.
저는 일주일 내내 음성 메일에 자주 답할 겁니다.
3월 24일 금요일에 휴스턴으로 돌아갈 예정입니다(휴스턴 시간으로 오전 1시경 런던의 호텔을 떠납니다).
3월 월요일에 사무실에서 다시 뵙겠습니다.",
"Per my earlier e:mail message, I am forwarding to you the draft of the report  on the operations/controls review of Singapore.
(It is an attachment to the  message from Scott Earnest to me.)
The most current drafts of the reports on  Oslo and  Frankfurt were compiled by the AA team in London.
Nick Swingler is  apparently out on vacation this week.
I have asked AA personnel from Houston  to coordinate with their London office to get you a copy of those two draft  reports.
Given the time difference, you should receive thos reports via  e:mail from AA on Wednesday.
--Sally
",Draft of Singapore Office Findings,"이전 이메일 메시지에 따라 싱가포르 운영/통제 검토 보고서 초안을 전달드립니다.
([이름]가 저에게 보낸 메시지에 첨부된 내용입니다.)
오슬로와 프랑크푸르트 보고서의 최신 초안은 런던의 [부서] 팀에서 편집했습니다.
[이름1]는 이번 주에 휴가를 간 것 같습니다.
휴스턴의 [부서] 직원에게 런던 사무실과 협력하여 두 초안 보고서 사본을 제공해 달라고 요청했습니다.
시차를 감안하면 수요일에 [부서]에서 이메일을 통해 보고서를 받으실 수 있을 것입니다.
[수신자]",
"Attached is the list of PRC meetings that will cover operations for ENA, EIM  and EGM.
Location, times and attendees are listed for each meeting.
There  are five pre-review meetings that will take place starting today through  December 5 in preparation for the Energy Operations PRC meeting that will be  held on Friday, December 8.
I invite you to sit in on any or all of these  meetings if you would like to do so.
The most meaningful meeting will be on  December 8th.
In that meeting, we  will review the results from the pre-review meetings for Senior Specialists  and below.
I would anticipate that if at each pre-review meeting the  preferred distribution is met as instructed, then this portion of the meeting  will not take too long.
We will then review in more detail the managers, who  will have been pre-ranked in the pre-review meetings.
We will also review  and rank the directors and senior directors.
I can also be prepared to  review my suggested rankings for the three VP's who report to me, with you,  Wes Colwell and David Oxley in attendance.
Call me if you have any questions.
--Sally
",Energy Operations PRC Meetings,"ENA, EIM 및 EGM 운영을 다루는 [프로젝트] 회의 목록이 첨부되어 있습니다.
각 회의의 장소, 시간 및 참석자가 나열되어 있습니다.
오늘부터 12월 5일까지 5개의 사전 검토 회의가 진행되어 12월 8일 금요일에 열리는 [프로젝트] 회의를 준비합니다.
원하신다면 이 회의 중 하나 또는 전부에 참석해 주시기 바랍니다.
가장 의미 있는 회의는 12월 8일에 열립니다.
그 회의에서 상급 전문가 이하에 대한 사전 검토 회의 결과를 검토합니다.
각 사전 검토 회의에서 지시된 대로 선호 분배가 충족된다면 이 회의의 이 부분은 그렇게 오래 걸리지 않을 것으로 예상합니다.
그런 다음 사전 검토 회의에서 사전 순위가 매겨진 관리자를 더 자세히 검토합니다.
또한 이사와 상급 이사를 검토하고 순위를 매깁니다.
또한 저에게 보고하는 3명의 부사장에 대한 제안 순위를 검토할 준비가 되어 있습니다. 당신, [이름], [이름1], [이름2]가 참석했습니다.
질문이 있으면 전화 주세요.
[발신자]",
"I didn't get a response from you regarding my e:mail that I sent last week,  but I have heard through the grapevine that you will be making a trip to  Houston next week.
My plans for being in London next week are firm, so it  looks as if we will miss one another.
My offer stands to help you in any way as you take on your new role, so I  trust that you will take me up on that offer as needed.
I will look forward  to working with you as we develop common standards for operations worldwide,  with effective exception reporting.
This is a key initiative for 2000 and  will involve trading operations in all locations for all commodities.
",Trip to London,"지난주에 보낸 이메일에 대한 답장은 없었지만, 소문을 통해 다음 주에 휴스턴으로 여행을 간다는 소식을 들었습니다.
다음 주에 런던에 갈 계획은 확실해서, 서로가 그리울 것 같습니다.
제 제안은 새로운 역할을 맡을 때 어떤 식으로든 도움이 될 것이므로, 필요에 따라 제 제안을 수락해 주시기를 바랍니다.
효과적인 예외 보고를 통해 전 세계 운영에 대한 공통 표준을 개발하는 과정에서 여러분과 협력할 수 있기를 기대합니다.
이것은 2000년의 핵심 이니셔티브이며, 모든 상품에 대한 모든 위치에서 거래 운영을 포함할 것입니다.",
"Brent Price and I will be in the London office next week.
Wanted to see if  you, Frank and Mo might be available for dinner one evening.
We arrive on  Monday morning (March 20th) and will return to Houston on Friday morning.
Our Tuesday night is booked, having dinner with Fernley.
But Monday,  Wednesday and Thursday are available.
Does it work for you with the baby to  do evenings?
Let me know.
",Dinner Next Week,"[이름]와 저는 다음 주에 런던 사무실에 있을 예정입니다.
당신, [이름1], [이름2]가 어느 날 저녁 식사에 참석할 수 있는지 알아보고 싶었습니다.
우리는 월요일 아침(3월 20일)에 도착하여 금요일 아침에 휴스턴으로 돌아갈 예정입니다.
화요일 밤은 예약이 되어 있고, 펀리와 저녁 식사를 할 예정입니다.
하지만 월요일, 수요일, 목요일은 가능합니다.
아기를 돌보면서 저녁 식사를 할 수 있을까요?
알려주세요.",
"Attached is a referral and resume on an HR professional that I thought might  interest you.
The referral comes from James Scribner, a guy that has just  accepted a job offer from me.
James and I worked together previously at a  bank, and he is very discerning in his evaluation of talent.
When I asked if  he knew of any other talented people at Fleming (his current employer) that  we should know, he immediately suggested Tana.
His read is that she is very  bright, creative, and innovative.
She has worked on many special projects at  Fleming, but James believes that she would certainly consider a generalist  role as she learned Enron and would then ""earn"" her way into managing special  projects.
I thought that I would give ENA a first look at this candidate.
If you are not interested or do not have a need, please pass this referral  along to other HR groups.
FYI - James will start work here on April 3.
",Resume for Tana Cashion,"첨부된 것은 관심 있을 법한 인사 전문가에 대한 추천서와 이력서입니다.
추천서는 방금 제게서 구인 제의를 수락한 [이름]라는 사람으로부터 왔습니다.
[이름]와 저는 이전에 은행에서 함께 일했고, 그는 재능을 평가하는 데 매우 분별력이 있습니다.
제가 [이름1](현재 고용주)에서 우리가 알아야 할 다른 재능 있는 사람을 알고 있는지 물었을 때, 그는 즉시 [이름2]를 추천했습니다.
그는 그녀가 매우 똑똑하고 창의적이며 혁신적이라고 읽었습니다.
그녀는 [이름1]에서 많은 특별 프로젝트를 진행했지만 [이름]는 그녀가 [기업명]에서 배우고 특별 프로젝트를 관리하는 ""돈을 벌"" 수 있는 일반직을 고려할 것이라고 생각합니다.
저는 ENA에서 이 후보자를 먼저 살펴보기로 했습니다.
관심이 없거나 필요하지 않다면 이 추천서를 다른 인사 그룹에 전달해 주세요.
[이름]는 4월 3일에 여기서 일하기 시작합니다.",
"The responsibility for granting access to the DPR and associated reports  available through the Executive Viewer on line is being shifted from Scott  Tholen's team to my operations team.
(This makes a lot of sense, since it  is our group that prepares all of these reports.)
Fernley Dyson has  requested access to this information via the Executive Viewer.
In insuring a  tight distribution list for these reports, please let me know via return  e:mail or voice mail (x35926) that you would like for Fernley to have access  to the Enron-wide DPR.
Thanks.
",Access to DPR for Fernley Dyson,"Executive Viewer 온라인을 통해 제공되는 DPR 및 관련 보고서에 대한 액세스 권한을 부여하는 책임이 [이름] 팀에서 제 운영 팀으로 이전됩니다.
(이는 모든 보고서를 준비하는 것이 저희 그룹이기 때문에 매우 타당합니다.)
[이름1]이 Executive Viewer를 통해 이 정보에 대한 액세스를 요청했습니다.
이러한 보고서에 대한 엄격한 배포 목록을 확보하기 위해 회신 이메일이나 음성 메일([전화번호])을 통해 [이름1]가 [기업명] 전체 DPR에 액세스할 수 있기를 원한다고 알려주십시오.
감사합니다.",
"Kevin Sweeney forwarded this message to me.
Fernley may have made you aware  of his decision with Tani when you and he talked yesterday.
If not, I  thought that you might be interested in this.
--Sally
",Organisational Announcement - Tani Nath,"[이름]가 이 메시지를 나에게 전달했습니다.
[이름1]는 어제 당신과 이야기할 때 [이름2]와의 결정을 당신에게 알렸을 수도 있습니다.
그렇지 않다면, 당신이 이것에 관심이 있을 것이라고 생각했습니다.
[발신자]",
